"name","asset_tag","serial_number","location","u_building","u_room","u_floor","po_number","u_scheduled_retirement","u_last_rounded_date","u_device_rounding","u_department_location"
"LD059020","HSS-1029076","CTXBBC3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1104 (Inside Ortho)","1","REQ0328196-RITM0343690-SCTASK0527823","11/30/2025","07/11/2025","General Rounding","OR Booking"
"LD059069","HSS-1029068","HWS48C3","VIHA-MMHU-Margaret Moss Building-Main Building-1st Floor","Main Building","Roaming (L15)","1","REQ0334223-RITM0350014-SCTASK0539350","11/30/2025","02/26/2025","General Rounding","(TBD)"
"LD059094","HSS-1029064","43638C3","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","Main Building","4026 (Social Work)","4","REQ0338782-RITM0354735-SCTASK0544775","11/30/2025","09/18/2025","General Rounding","Social Work"
"LD059096","HSS-1029063","43N7BC3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","D Wing","D093","1","REQ0338227-RITM0354153-SCTASK0544798","11/30/2025","03/17/2025","General Rounding","Social Work"
"LD059097","HSS-1029062","C9N7BC3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","D Wing","D096 (Sushma Bachra)","1","REQ0338220-RITM0354146-SCTASK0544809","11/30/2025","05/24/2024","General Rounding","Social Work"
"LD059274","HSS-1030400","80LW8D3","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3060 (CSO Office)(Not Found)","3","REQ0372726-RITM0390421-SCTASK0604506","01/31/2026","05/11/2025","General Rounding","Medical / Surgical Care"
"LD059323","HSS-1030532","B0PZ5G3","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","Main Building","4026 (Social Work)","4","REQ0381328-RITM0399388-SCTASK0621073","01/31/2026","09/18/2025","General Rounding","Social Work"
"LD059344","HSS-1030562","8V097D3","VIHA-LCHU-Lake Cowichan Health Unit-Main Building-1st Floor","Main Building","1","1","REQ0384654-RITM0402849-SCTASK0628712","02/28/2026","03/21/2025","General Rounding","Public Health"
"LD059442","HSS-1973584","JYT37G3","VIHA-SSCHC-Salt Spring Island Creek House-Main Building-1st Floor","Main Building","Storage Box","1","DMND0003213","01/31/2026","06/02/2025","General Rounding"," "
"LD059456","HSS-1973598","CJM37G3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","WFH - Ronald Pachet","1","DMND0003213","01/31/2026","02/25/2024","Excluded","(TBD)"
"LD059513","HSS-1973655","9GX27G3","VIHA-SSHU-Salt Spring Island Health Unit","Main Building","Spare","1","DMND0003213","01/31/2026","","Excluded","(TBD)"
"LD059543","HSS-1973685","4C237G3","VIHA-CHCC-Chemainus Health Care Centre-Main Building-1st Floor","Main Building","M17 (Swing Office)","1","DMND0003213","01/31/2026","06/26/2025","General Rounding","Administration"
"LD059581","HSS-1973723","3SP37G3","VIHA-CHCC-Chemainus Health Care Centre-Main Building-1st Floor","Main Building","M18 (Education Room)","1","DMND0003213","01/31/2026","06/26/2025","General Rounding","Clinical Education"
"LD059582","HSS-1973724","DWZ27G3","VIHA-CHCC-Chemainus Health Care Centre-Main Building-1st Floor","Main Building","M18 (Education Room)","1","DMND0003213","01/31/2026","06/26/2025","General Rounding","Clinical Education"
"LD059583","HSS-1973725","3M1K7G3","VIHA-CHCC-Chemainus Health Care Centre-Main Building-1st Floor","Main Building","M18 (Education Room)","1","DMND0003213","01/31/2026","06/26/2025","General Rounding","Clinical Education"
"LD059605","HSS-1973747","5CJ27G3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor","Main Building","212","2","DMND0003213","01/31/2026","02/14/2024","Excluded","CDHRP"
"LD059606","HSS-1973748","3LM37G3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor","Main Building","212","2","DMND0003213","01/31/2026","02/14/2024","Excluded","CDHRP"
"LD059704","HSS-1030869","7V837G3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","B33","1","REQ0413057-RITM0433042-SCTASK0677206","02/28/2026","02/28/2025","General Rounding","ACT Team"
"LD059705","HSS-1030868","9QV16G3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","D Wing","B44","1","REQ0413019-RITM0433003-SCTASK0677207","02/28/2026","02/28/2025","General Rounding","ACT Team"
"LD059724","HSS-1030936","72VM5G3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","WFH -","1","REQ0419381-RITM0439781-SCTASK0682020","02/28/2026","04/08/2024","Excluded","(TBD)"
"LD059725","HSS-1030933","3BVM5G3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","WFH -","1","REQ0419367-RITM0439765-SCTASK0682022","02/28/2026","05/15/2024","Excluded","(TBD)"
"LD059736","HSS-1031102","CGTL5G3","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3036 (Floor 3 Dayroom)","3","REQ0396858-RITM0415758-SCTASK0684220","02/28/2026","07/04/2025","General Rounding","Medical"
"LD059798","HSS-1031471","8KF1BC3","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-Basement 1","Main Building","WFH - Caroline Sholseth","G","REQ0427667-RITM0448350-SCTASK0700509","03/31/2026","04/25/2024","Excluded","Practice Support Team"
"LD059947","HSS-1031921","89LR5J3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","Home Office (VPN)","1","REQ0447007-RITM0468541-SCTASK0729684","03/31/2026","","Excluded","Work From Home"
"LD059977","HSS-1031760","BXD82J3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor","Main Building","252 (W106)","2","REQ0450521-RITM0472263-SCTASK0738461","03/31/2026","06/18/2025","General Rounding","Medical Health Officer"
"LD059996","HSS-1031827","HS682J3","VIHA-DSS-Duncan Station Street-Main Building-2nd Floor","Main Building","Office 3","2","REQ0445938-RITM0467442-SCTASK0746097","03/31/2026","08/29/2025","General Rounding","Geriatric Specialty Services"
"LD060151","HSS-1032307","JL3D6G3","VIHA-DSS-Duncan Station Street-Main Building-2nd Floor","Main Building","Office 1","2","REQ0480509-RITM0503907-SCTASK0790728","04/30/2026","08/29/2025","General Rounding","Geriatric Specialty Services"
"LD060309","HSS-1032718","6HQ4DK3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","?","1","REQ0502881-RITM0527567-SCTASK0824017","06/30/2026","","General Rounding",""
"LD060330","HSS-1032713","FJWB6J3","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Trailer","Trailer 2 (Respiratory Assessment Trailer)","G","REQ0509453-RITM0534511-SCTASK0828954","06/30/2026","11/09/2023","General Rounding","Administration"
"LD060362","HSS-1032935","9SL93J3","VIHA-DGSHC-Duncan Government Street Health Centre-Main Building-1st Floor","Main Building","06 ()","1","REQ0512352-RITM0537580-SCTASK0835188","06/30/2026","03/13/2025","General Rounding","Diabetes & Geriatrics Clinic"
"LD060477","HSS-1033132","HX0J9K3","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2084 (Roshni)","2","REQ0529062-RITM0555278-SCTASK0864771","06/30/2026","06/06/2025","General Rounding",""
"LD060534","HSS-1033367","CMWFBK3","VIHA-LCHU-Lake Cowichan Health Unit-Main Building-1st Floor","Main Building","Reception","1","REQ0532035-RITM0558327-SCTASK0874447","06/30/2026","03/21/2025","General Rounding","Public Health"
"LD060547","HSS-1033362","5HWFBK3","VIHA-LCHU-Lake Cowichan Health Unit-Main Building-1st Floor","Main Building","Sandy's office","1","REQ0532028-RITM0558320-SCTASK0875895","06/30/2026","03/21/2025","General Rounding","Public Health"
"LD060565","HSS-1033521","7BVH9K3","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","Main Building","4036 (Patient Care Coordinator - Floater)","4","REQ0520027-RITM0545734-SCTASK0880206","07/31/2026","06/13/2025","General Rounding","Psychiatry"
"LD060855","HSS-1034642","D05S9K3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","WFH - Home Office (VPN)","1","REQ0574757-RITM0603688-SCTASK0947269","08/31/2026","02/25/2024","Excluded","Work From Home"
"LD060960","HSS-1034675","91JS9K3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","B35","1","REQ0578872-RITM0607959-SCTASK0959663","08/31/2026","04/10/2025","General Rounding","ACT Team"
"LD061071","HSS-1034871","B55H6J3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","138 (W18)","1","REQ0570211-RITM0598833-SCTASK0969709","08/31/2026","07/25/2025","General Rounding",""
"LD061106","HSS-1034816","25154J3","VIHA-DCDF-Duncan Community Dialysis Facility-Main Building-1st Floor","Main Building","112 (CN)","1","REQ0590958-RITM0620633-SCTASK0972363","08/31/2026","03/11/2025","General Rounding","Dialysis"
"LD061296","HSS-1035203","8S8H6J3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1025 (EDU Floater)","1","REQ0595778-RITM0625715-SCTASK0993703","09/30/2026","08/08/2025","General Rounding","Surgical Services"
"LD061298","HSS-1035204","25C44J3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","D Wing","D082","1","REQ0600444-RITM0630662-SCTASK0993710","09/30/2026","08/14/2025","General Rounding","(TBD)"
"LD061408","HSS-1985510","1LG7NN3","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","Main Building","4019 (Patient Care Coordinator)(Spare)","4","DMND0003681","12/31/2026","09/18/2025","General Rounding","Psychiatry"
"LD061409","HSS-1985511","GG37NN3","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","Main Building","4019 (Patient Care Coordinator)(WFH/Spare)","4","DMND0003681","12/31/2026","09/18/2025","General Rounding","Psychiatry"
"LD061410","HSS-1985512","6V76NN3","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","Main Building","4003 (Outside Respiratory Therapy)","4","DMND0003681","12/31/2026","09/18/2025","General Rounding","Respiratory Therapy"
"LD061411","HSS-1985513","3SCGLN3","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","Main Building","4003 (Respiratory Therapy)(Spare)","4","DMND0003681","12/31/2026","07/11/2025","General Rounding","Respiratory Therapy"
"LD061412","HSS-1985514","F884NN3","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","Main Building","4026 (Social Work)","4","DMND0003681","12/31/2026","09/18/2025","General Rounding","Social Work"
"LD061413","HSS-1985515","G815NN3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1039 (Side Office - Mobile)","1","DMND0003681","12/31/2026","08/21/2025","General Rounding","Rehabilitation"
"LD061414","HSS-1985516","BJF4NN3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1039 (Side Office - Mobile)","1","DMND0003681","12/31/2026","08/21/2025","General Rounding","Rehabilitation"
"LD061415","HSS-1985517","8R65NN3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1039 (Side Office - Mobile)","1","DMND0003681","12/31/2026","08/21/2025","General Rounding","Rehabilitation"
"LD061416","HSS-1985518","1P65NN3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1039 (Side Office - Mobile)","1","DMND0003681","12/31/2026","08/21/2025","General Rounding","Rehabilitation"
"LD061417","HSS-1985519","52Y6NN3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1039 (Side Office - Mobile)","1","DMND0003681","12/31/2026","08/21/2025","General Rounding","Rehabilitation"
"LD061418","HSS-1985520","JVR6NN3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1039 (Side Office - Mobile)","1","DMND0003681","12/31/2026","08/21/2025","General Rounding","Rehabilitation"
"LD061419","HSS-1985521","4GL6NN3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1039 (Side Office - Mobile)","1","DMND0003681","12/31/2026","08/21/2025","General Rounding","Rehabilitation"
"LD061420","HSS-1985522","7GVHLN3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1039 (Side Office - Mobile)","1","DMND0003681","12/31/2026","08/21/2025","General Rounding","Rehabilitation"
"LD061421","HSS-1985523","GZM7NN3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1039 (Side Office - Mobile)","1","DMND0003681","12/31/2026","08/21/2025","General Rounding","Rehabilitation"
"LD061422","HSS-1985524","50Y6NN3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1039 (Side Office - Mobile)","1","DMND0003681","12/31/2026","08/21/2025","General Rounding","Rehabilitation"
"LD061423","HSS-1985525","DLJJLN3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1039 (Side Office - Mobile)","1","DMND0003681","12/31/2026","08/21/2025","General Rounding","Rehabilitation"
"LD061424","HSS-1985526","156JLN3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1039 (Side Office - Mobile)","1","DMND0003681","12/31/2026","08/21/2025","General Rounding","Rehabilitation"
"LD061425","HSS-1985527","8P65NN3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1039 (Side Office - Mobile)","1","DMND0003681","12/31/2026","08/21/2025","General Rounding","Rehabilitation"
"LD061426","HSS-1985528","3TR6NN3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1039 (Side Office - Mobile)","1","DMND0003681","12/31/2026","08/21/2025","General Rounding","Rehabilitation"
"LD061427","HSS-1985529","BLR6NN3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1039 (Side Office - Mobile)","1","DMND0003681","12/31/2026","08/21/2025","General Rounding","Rehabilitation"
"LD061428","HSS-1985530","B1N7NN3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1039 (Side Office - Mobile)","1","DMND0003681","12/31/2026","08/21/2025","General Rounding","Rehabilitation"
"LD061429","HSS-1985531","2SCGLN3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1039 (Side Office - Mobile)","1","DMND0003681","12/31/2026","08/21/2025","General Rounding","Rehabilitation"
"LD061430","HSS-1985532","HWM7NN3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1039 (Side Office - Mobile)","1","DMND0003681","12/31/2026","08/21/2025","General Rounding","Rehabilitation"
"LD061520","HSS-1036380","JZCGLN3","VIHA-CLRC-Cowichan Lodge","Main Building","WFH","1","REQ0619533-RITM0650704-SCTASK1026348","10/31/2026","01/28/2024","Excluded"," "
"LD061541","HSS-1035923","1YWC6J3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","137 (W15)","1","REQ0622382-RITM0653759-SCTASK1030582","10/31/2026","07/25/2025","General Rounding","Cowichan Home Support"
"LD061544","HSS-1036336","33F6NN3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","137 (W8)","1","REQ0622382-RITM0653755-SCTASK1030649","10/31/2026","09/10/2025","General Rounding","Cowichan Home Support"
"LD061545","HSS-1036022","HSR6NN3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","139 (W27)","1","REQ0622382-RITM0653756-SCTASK1030681","10/31/2026","07/25/2025","General Rounding","Scheduling"
"LD061546","HSS-1036021","5H26NN3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","137 (W11)","1","REQ0622382-RITM0653758-SCTASK1030715","10/31/2026","09/10/2025","General Rounding","Cowichan Home Support"
"LD061547","HSS-1036335","8HVHLN3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","139 (W24)","1","REQ0622382-RITM0653757-SCTASK1030737","10/31/2026","07/25/2025","General Rounding","HS Overnight Team"
"LD061548","HSS-1036334","GDQJLN3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","137 (W16)","1","REQ0622382-RITM0653760-SCTASK1030773","10/31/2026","07/25/2025","General Rounding","Cowichan Home Support"
"LD061549","HSS-1036382","926JLN3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","137 (W6)","1","REQ0622377-RITM0653750-SCTASK1030793","10/31/2026","09/10/2025","General Rounding","Cowichan Home Support"
"LD061622","HSS-1035919","8LSC6J3","VIHA-LCHU-Lake Cowichan Health Unit-Main Building-1st Floor","Main Building","3 (CN)","1","REQ0622991-RITM0654396-SCTASK1034600","10/31/2026","03/21/2025","General Rounding","Public Health"
"LD061668","HSS-1040363","BK42NN3","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","Office (Beside FPC Provider Area)","1","REQ0808247-RITM0849188-SCTASK1338847","02/28/2027","02/28/2025","General Rounding","Family Practice Clinic"
"LD061771","HSS-1037605","DDNR9K3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","B35","1","REQ0660881-RITM0694264-SCTASK1088871","12/31/2026","02/28/2025","General Rounding","ACT Team"
"LD061844","HSS-1036755","DBF4NN3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","D78","1","REQ0659954-RITM0693308-SCTASK1094655","11/30/2026","09/05/2025","General Rounding","(TBD)"
"LD061971","HSS-1037172","JZWJLN3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","WFH - Home Office (VPN)","1","REQ0678358-RITM0712614-SCTASK1124510","11/30/2026","02/25/2024","Excluded","Work From Home"
"LD061972","HSS-1037171","9TCGLN3","VIHA-SSMHSU-Salt Spring Mental Health Substance Use Services-Main Building-1st Floor","Lancer Building","WFH ???","1","REQ0681755-RITM0716120-SCTASK1124573","11/30/2026","03/24/2025","General Rounding","Mental Health & Substance Abuse"
"LD062042","HSS-1037489","83CJLN3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","120 (W103)","1","REQ0688982-RITM0723731-SCTASK1140526","12/31/2026","09/10/2025","General Rounding","Case Management"
"LD062043","HSS-1037490","H6CJLN3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","115 (W54)","1","REQ0688982-RITM0723732-SCTASK1140531","12/31/2026","07/25/2025","General Rounding","CHS"
"LD062044","HSS-1037491","CWJJLN3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","116 (W62)","1","REQ0688982-RITM0723728-SCTASK1140540","12/31/2026","07/25/2025","General Rounding","Home Care Nursing (Palliative HCN 2)"
"LD062047","HSS-1037495","7YDKLN3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","101 (#8 Charge Cabinet)","1","REQ0689458-RITM0724218-SCTASK1140602","12/31/2026","07/25/2025","General Rounding","CHS (Reception)"
